transaction_id,user_id,transaction_timestamp,transaction_type,amount,status,failure_reason,payment_partner
519364,115417,2026-02-02 02:36:17,Mobile Recharge,710.57,success,,SBIPay
519365,115417,2026-01-24 21:28:52,UPI,197.42,success,,ICICIPay
519366,115417,2026-03-01 00:04:54,Merchant Payment,1473.21,success,,ICICIPay
519367,115417,2026-02-03 20:00:17,UPI,266.92,success,,PartnerX
519368,115417,2026-01-28 02:03:41,Merchant Payment,3841.09,success,,AxisPay
519369,115419,2026-03-04 12:03:04,Wallet Transfer,165.89,success,,HDFCPay
519370,115419,2026-02-18 06:16:27,Mobile Recharge,63.38,failed,insufficient_funds,HDFCPay
519371,115419,2026-02-20 05:10:34,Bill Payment,121.86,success,,HDFCPay
519372,115419,2026-02-18 02:49:15,UPI,785.49,success,,ICICIPay
519373,115419,2026-02-21 18:58:15,Bill Payment,217.06,success,,AxisPay
519374,115421,2026-04-18 02:33:41,UPI,118.74,success,,AxisPay
519375,115421,2026-04-20 13:01:39,Mobile Recharge,249.44,success,,ICICIPay
519376,115421,2026-04-19 03:20:23,UPI,336.09,success,,SBIPay
519377,115421,2026-04-28 01:49:33,Mobile Recharge,248.37,failed,bank_declined,PartnerX
519378,115422,2026-03-10 10:25:14,Wallet Transfer,435.31,success,,PartnerX
519379,115422,2026-03-27 13:47:26,UPI,332.86,failed,bank_declined,HDFCPay
519380,115422,2026-04-03 13:36:54,Wallet Transfer,269.48,success,,HDFCPay
519381,115423,2026-01-30 02:49:52,UPI,418.81,success,,ICICIPay
519382,115425,2026-04-26 13:07:54,Bill Payment,118.69,failed,timeout,ICICIPay
519383,115425,2026-04-30 10:38:20,Bill Payment,83.41,success,,ICICIPay
519384,115425,2026-04-29 05:23:42,UPI,489.88,success,,SBIPay
519385,115425,2026-05-14 06:26:31,Wallet Transfer,131.25,success,,PartnerX
519386,115429,2026-03-06 12:35:04,Merchant Payment,299.86,success,,HDFCPay
519387,115429,2026-03-14 05:41:46,Wallet Transfer,135.4,success,,HDFCPay
519388,115429,2026-03-01 16:43:56,Bill Payment,163.55,success,,PartnerX
519389,115429,2026-03-04 23:26:19,Wallet Transfer,922.49,success,,ICICIPay
519390,115436,2026-04-09 05:46:42,Mobile Recharge,148.9,success,,SBIPay
519391,115436,2026-05-14 19:20:13,Wallet Transfer,141.38,success,,SBIPay
519392,115436,2026-04-17 00:26:47,UPI,182.41,success,,PartnerX
519393,115436,2026-04-29 09:48:51,Wallet Transfer,276.33,success,,HDFCPay
519394,115436,2026-04-12 21:15:50,Wallet Transfer,523.75,success,,PartnerX
519395,115437,2026-05-26 12:22:29,Bill Payment,649.21,success,,HDFCPay
519396,115437,2026-05-19 12:02:09,Merchant Payment,585.42,success,,AxisPay
519397,115437,2026-06-15 02:20:02,Merchant Payment,431.81,failed,bank_declined,ICICIPay
519398,115437,2026-05-12 19:06:42,Bill Payment,137.73,success,,HDFCPay
519399,115438,2026-01-05 17:02:27,Mobile Recharge,1318.82,success,,HDFCPay
519400,115439,2026-04-06 06:00:16,Bill Payment,605.46,success,,ICICIPay
519401,115439,2026-04-17 22:37:21,Merchant Payment,1733.3,success,,PartnerX
519402,115439,2026-03-21 13:46:51,Bill Payment,388.19,success,,PartnerX
519403,115439,2026-04-01 17:51:25,Merchant Payment,47.78,success,,PartnerX
519404,115439,2026-03-27 09:53:39,UPI,30.66,success,,AxisPay
519405,115439,2026-03-31 19:13:34,Bill Payment,349.6,success,,PartnerX
519406,115440,2026-02-14 18:40:57,Merchant Payment,329.73,success,,PartnerX
519407,115446,2026-05-18 16:36:58,Mobile Recharge,208.95,success,,AxisPay
519408,115446,2026-05-24 08:22:14,Merchant Payment,37.71,success,,AxisPay
519409,115446,2026-05-26 00:06:32,Mobile Recharge,248.18,success,,ICICIPay
519410,115446,2026-05-22 12:51:06,UPI,100.8,success,,SBIPay
519411,115449,2026-06-02 04:43:10,UPI,342.98,success,,PartnerX
519412,115449,2026-05-24 07:28:16,Mobile Recharge,323.7,success,,AxisPay
519413,115449,2026-05-24 20:13:46,Mobile Recharge,24.32,success,,ICICIPay
519414,115449,2026-05-26 08:47:42,Merchant Payment,3142.67,success,,HDFCPay
519415,115449,2026-05-31 00:48:05,Wallet Transfer,392.97,success,,PartnerX
519416,115450,2026-05-05 03:56:30,UPI,262.0,success,,ICICIPay
519417,115450,2026-04-26 20:56:26,Bill Payment,1295.26,success,,AxisPay
519418,115450,2026-05-01 17:34:18,Mobile Recharge,192.46,success,,PartnerX
519419,115450,2026-05-04 06:14:34,UPI,509.7,success,,SBIPay
519420,115450,2026-04-29 10:53:38,UPI,220.66,success,,HDFCPay
519421,115450,2026-04-29 02:16:00,Bill Payment,81.5,success,,PartnerX
519422,115450,2026-04-30 07:46:08,Wallet Transfer,365.15,success,,ICICIPay
519423,115456,2026-01-03 19:57:55,Wallet Transfer,515.3,success,,PartnerX
519424,115456,2026-01-28 04:47:12,Mobile Recharge,258.19,success,,PartnerX
519425,115461,2026-02-21 19:25:21,Bill Payment,109.59,success,,AxisPay
519426,115461,2026-02-21 08:00:35,Bill Payment,91.25,success,,PartnerX
519427,115461,2026-02-22 12:28:29,UPI,903.23,success,,HDFCPay
519428,115462,2026-04-21 19:35:54,UPI,600.79,success,,PartnerX
519429,115467,2026-02-19 22:35:28,Wallet Transfer,472.61,success,,ICICIPay
519430,115467,2026-02-17 14:21:40,Mobile Recharge,99.08,success,,SBIPay
519431,115471,2026-06-02 09:55:51,UPI,79.94,success,,ICICIPay
519432,115473,2026-04-02 13:07:18,Merchant Payment,542.95,success,,PartnerX
519433,115473,2026-03-20 15:13:50,Bill Payment,175.3,success,,ICICIPay
519434,115474,2026-02-01 04:49:19,Merchant Payment,494.14,success,,ICICIPay
519435,115478,2026-04-08 17:58:25,Wallet Transfer,256.08,failed,insufficient_funds,ICICIPay
519436,115478,2026-04-09 04:50:54,UPI,237.53,success,,PartnerX
519437,115478,2026-04-04 10:21:55,UPI,77.01,success,,PartnerX
519438,115479,2026-01-07 12:29:17,Wallet Transfer,153.75,success,,HDFCPay
519439,115480,2026-03-13 14:12:31,Wallet Transfer,176.94,success,,HDFCPay
519440,115480,2026-02-23 05:50:37,Wallet Transfer,216.43,success,,ICICIPay
519441,115480,2026-02-23 15:22:17,Merchant Payment,555.42,failed,timeout,HDFCPay
519442,115480,2026-03-02 07:20:46,Mobile Recharge,667.21,success,,HDFCPay
519443,115480,2026-03-11 03:29:28,UPI,60.07,success,,HDFCPay
519444,115480,2026-02-24 04:06:49,UPI,395.85,success,,HDFCPay
519445,115480,2026-03-01 19:17:20,Wallet Transfer,202.47,success,,HDFCPay
519446,115481,2026-03-08 09:50:00,Bill Payment,148.04,success,,SBIPay
519447,115482,2026-03-26 03:14:43,Wallet Transfer,69.0,success,,HDFCPay
519448,115482,2026-03-27 16:52:25,Mobile Recharge,500.72,success,,SBIPay
519449,115482,2026-04-08 01:44:19,Bill Payment,417.6,success,,SBIPay
519450,115482,2026-03-24 06:19:28,Wallet Transfer,124.62,pending,,HDFCPay
519451,115482,2026-03-25 15:58:14,Bill Payment,292.75,success,,HDFCPay
519452,115483,2026-04-17 18:45:54,Merchant Payment,466.03,success,,HDFCPay
519453,115485,2026-03-12 07:26:29,UPI,828.63,success,,PartnerX
519454,115485,2026-03-13 17:11:48,Mobile Recharge,46.3,success,,HDFCPay
519455,115488,2026-06-14 14:10:23,Merchant Payment,89.05,success,,ICICIPay
519456,115488,2026-06-26 12:13:39,UPI,206.94,success,,ICICIPay
519457,115488,2026-05-14 20:33:10,Wallet Transfer,2402.5,success,,HDFCPay
519458,115492,2026-03-27 09:56:59,UPI,407.63,success,,HDFCPay
519459,115492,2026-04-02 23:35:35,Bill Payment,618.79,success,,ICICIPay
519460,115494,2026-02-26 12:35:03,Bill Payment,198.68,success,,HDFCPay
519461,115494,2026-02-22 14:30:24,Bill Payment,419.05,success,,ICICIPay
519462,115495,2026-01-10 02:32:42,Merchant Payment,57.33,success,,SBIPay
519463,115495,2026-01-06 23:04:23,UPI,478.41,success,,SBIPay
519464,115497,2026-05-21 09:12:16,Mobile Recharge,253.1,success,,HDFCPay
519465,115497,2026-05-29 13:07:15,UPI,100.85,success,,HDFCPay
519466,115497,2026-05-20 02:41:09,Mobile Recharge,122.67,success,,AxisPay
519467,115497,2026-05-25 18:23:20,UPI,435.95,success,,HDFCPay
519468,115497,2026-05-18 19:54:53,Mobile Recharge,194.7,success,,PartnerX
519469,115498,2026-01-26 07:40:55,Bill Payment,609.12,success,,SBIPay
519470,115498,2026-01-23 21:54:49,Merchant Payment,31.67,success,,ICICIPay
519471,115498,2026-02-21 12:06:05,Bill Payment,499.21,success,,ICICIPay
519472,115498,2026-03-20 02:57:23,Bill Payment,1458.3,success,,ICICIPay
519473,115498,2026-02-04 09:15:14,Bill Payment,949.31,success,,SBIPay
519474,115498,2026-01-26 22:58:50,Mobile Recharge,235.67,success,,ICICIPay
519475,115498,2026-01-29 16:01:35,UPI,228.44,success,,SBIPay
519476,115498,2026-02-06 01:12:16,Bill Payment,360.04,success,,SBIPay
519477,115498,2026-02-22 22:19:27,Merchant Payment,109.6,success,,SBIPay
519478,115498,2026-01-31 15:07:39,Mobile Recharge,77.54,success,,HDFCPay
519479,115498,2026-02-08 04:29:31,Merchant Payment,115.33,success,,AxisPay
519480,115498,2026-01-25 18:31:34,UPI,266.8,success,,AxisPay
519481,115499,2026-03-08 12:30:46,Wallet Transfer,113.66,success,,PartnerX
519482,115499,2026-03-17 17:49:33,UPI,110.33,success,,ICICIPay
519483,115504,2026-03-20 06:19:39,UPI,625.85,success,,PartnerX
519484,115504,2026-03-23 19:25:50,UPI,83.3,success,,SBIPay
519485,115504,2026-03-31 17:24:18,Wallet Transfer,883.33,success,,AxisPay
519486,115504,2026-03-22 12:17:46,UPI,1176.22,failed,insufficient_funds,SBIPay
519487,115504,2026-03-26 03:25:34,Mobile Recharge,1136.44,success,,PartnerX
519488,115504,2026-03-31 07:47:08,Wallet Transfer,39.23,success,,SBIPay
519489,115504,2026-03-22 09:30:36,Mobile Recharge,1374.32,success,,PartnerX
519490,115504,2026-03-27 18:51:09,UPI,396.36,success,,HDFCPay
519491,115506,2026-02-16 11:26:29,Merchant Payment,675.28,success,,ICICIPay
519492,115506,2026-02-16 07:21:52,Mobile Recharge,142.44,success,,AxisPay
519493,115506,2026-03-12 05:59:04,Mobile Recharge,409.76,success,,PartnerX
519494,115507,2026-02-01 16:30:16,Bill Payment,393.01,success,,SBIPay
519495,115508,2026-05-26 22:15:04,UPI,204.41,success,,AxisPay
519496,115508,2026-05-24 13:32:45,Mobile Recharge,325.75,success,,ICICIPay
519497,115508,2026-05-24 05:57:01,Mobile Recharge,144.78,success,,AxisPay
519498,115508,2026-05-22 12:19:57,Wallet Transfer,113.51,success,,HDFCPay
519499,115508,2026-05-22 01:43:54,Merchant Payment,369.61,success,,SBIPay
519500,115508,2026-05-24 17:27:19,UPI,54.38,success,,SBIPay
519501,115508,2026-05-31 07:36:22,Mobile Recharge,157.95,success,,ICICIPay
519502,115508,2026-06-21 19:41:16,Mobile Recharge,57.6,success,,HDFCPay
519503,115513,2026-05-18 23:18:29,Mobile Recharge,579.41,success,,SBIPay
519504,115513,2026-05-03 13:52:23,Wallet Transfer,221.57,success,,PartnerX
519505,115515,2026-03-21 23:41:54,Bill Payment,74.53,success,,AxisPay
519506,115515,2026-03-18 09:34:44,UPI,71.5,success,,ICICIPay
519507,115515,2026-04-05 09:15:15,Wallet Transfer,759.46,success,,SBIPay
519508,115515,2026-03-25 01:06:36,Mobile Recharge,602.94,success,,AxisPay
519509,115515,2026-04-10 03:06:41,Mobile Recharge,557.79,success,,ICICIPay
519510,115515,2026-03-26 22:10:06,Bill Payment,1138.74,success,,AxisPay
519511,115515,2026-03-18 13:25:53,Mobile Recharge,261.67,success,,PartnerX
519512,115515,2026-03-18 22:37:52,UPI,314.06,success,,SBIPay
519513,115516,2026-03-25 16:43:48,Bill Payment,961.08,success,,SBIPay
519514,115517,2026-03-05 10:29:29,Mobile Recharge,241.8,success,,AxisPay
519515,115517,2026-02-17 19:05:42,Merchant Payment,292.5,success,,PartnerX
519516,115517,2026-02-24 21:27:54,Bill Payment,440.21,failed,insufficient_funds,AxisPay
519517,115517,2026-02-27 01:34:36,Bill Payment,499.18,success,,SBIPay
519518,115519,2026-06-06 21:44:23,Merchant Payment,265.64,success,,AxisPay
519519,115519,2026-06-11 03:30:07,Mobile Recharge,358.34,success,,HDFCPay
519520,115523,2026-05-23 10:17:48,Merchant Payment,204.12,success,,ICICIPay
519521,115524,2026-01-25 01:16:29,Bill Payment,498.8,success,,SBIPay
519522,115525,2026-05-22 19:55:01,Wallet Transfer,1249.34,success,,PartnerX
519523,115528,2026-03-17 00:29:33,Mobile Recharge,59.58,success,,SBIPay
519524,115533,2026-03-21 21:53:28,UPI,195.75,success,,SBIPay
519525,115533,2026-03-09 07:33:24,Wallet Transfer,216.97,success,,PartnerX
519526,115533,2026-03-31 23:21:53,Wallet Transfer,32.94,pending,,PartnerX
519527,115533,2026-03-12 21:48:37,Bill Payment,129.67,success,,SBIPay
519528,115533,2026-04-02 10:57:20,Merchant Payment,540.95,success,,HDFCPay
519529,115533,2026-03-20 18:23:41,Wallet Transfer,204.18,success,,AxisPay
519530,115534,2026-06-10 17:28:46,Wallet Transfer,1249.75,success,,SBIPay
519531,115534,2026-06-02 05:16:06,Merchant Payment,159.93,success,,SBIPay
519532,115534,2026-06-05 10:43:22,UPI,451.61,success,,PartnerX
519533,115534,2026-06-20 11:03:21,Merchant Payment,210.15,success,,ICICIPay
519534,115536,2026-04-19 14:10:41,Wallet Transfer,376.91,success,,PartnerX
519535,115536,2026-03-22 20:42:28,Bill Payment,318.35,success,,HDFCPay
519536,115536,2026-03-30 14:50:54,UPI,473.82,success,,SBIPay
519537,115536,2026-04-11 22:32:10,Wallet Transfer,34.47,success,,AxisPay
519538,115543,2026-03-03 14:07:47,Wallet Transfer,84.61,success,,SBIPay
519539,115543,2026-02-24 04:14:36,Wallet Transfer,173.53,success,,PartnerX
519540,115545,2026-05-09 00:46:56,UPI,1139.27,success,,PartnerX
519541,115545,2026-05-25 05:43:31,UPI,155.8,success,,SBIPay
519542,115549,2026-02-22 11:43:35,Bill Payment,477.89,success,,PartnerX
519543,115549,2026-02-03 06:18:57,Mobile Recharge,404.13,success,,PartnerX
519544,115549,2026-02-12 18:52:43,UPI,302.21,success,,AxisPay
519545,115549,2026-02-10 08:43:29,Wallet Transfer,51.24,success,,SBIPay
519546,115549,2026-02-02 19:35:33,Mobile Recharge,221.88,success,,PartnerX
519547,115554,2026-02-11 14:57:36,UPI,92.79,success,,HDFCPay
519548,115554,2026-02-24 09:30:50,Bill Payment,92.11,success,,HDFCPay
519549,115554,2026-02-03 09:07:42,UPI,320.41,success,,ICICIPay
519550,115554,2026-02-16 02:18:33,Merchant Payment,555.5,success,,ICICIPay
519551,115554,2026-02-04 23:57:07,UPI,556.44,success,,AxisPay
519552,115554,2026-02-02 06:37:09,UPI,270.14,success,,SBIPay
519553,115561,2026-01-22 10:38:27,Wallet Transfer,39.74,success,,SBIPay
519554,115561,2026-01-24 15:13:32,Wallet Transfer,158.79,success,,PartnerX
519555,115561,2026-01-26 03:40:43,Merchant Payment,1206.01,success,,ICICIPay
519556,115561,2026-01-19 19:30:55,Merchant Payment,149.34,success,,SBIPay
519557,115562,2026-02-20 01:46:20,UPI,1631.11,success,,ICICIPay
519558,115562,2026-02-24 06:44:36,Bill Payment,162.56,success,,SBIPay
519559,115562,2026-02-24 07:07:39,Merchant Payment,156.98,success,,SBIPay
519560,115562,2026-03-05 00:46:04,UPI,267.75,success,,SBIPay
519561,115562,2026-03-16 21:23:38,Bill Payment,153.24,success,,SBIPay
519562,115562,2026-02-22 18:46:51,Bill Payment,112.48,success,,HDFCPay
519563,115566,2026-06-03 10:17:06,Merchant Payment,37.8,success,,HDFCPay
519564,115566,2026-05-22 07:29:28,Wallet Transfer,207.39,success,,ICICIPay
519565,115566,2026-05-23 23:07:29,Bill Payment,304.01,success,,ICICIPay
519566,115566,2026-05-24 08:13:28,Bill Payment,709.61,success,,AxisPay
519567,115566,2026-05-24 11:53:16,Mobile Recharge,48.89,success,,AxisPay
519568,115566,2026-06-06 19:49:56,Bill Payment,421.17,success,,HDFCPay
519569,115566,2026-05-30 01:31:49,Bill Payment,164.43,pending,,PartnerX
519570,115566,2026-06-05 08:16:59,Merchant Payment,354.14,success,,ICICIPay
519571,115566,2026-05-29 15:10:45,UPI,357.29,success,,HDFCPay
519572,115566,2026-06-09 21:54:17,Mobile Recharge,237.12,success,,AxisPay
519573,115566,2026-06-16 11:16:45,Mobile Recharge,305.43,success,,AxisPay
519574,115566,2026-06-02 12:18:30,Mobile Recharge,140.09,success,,PartnerX
519575,115566,2026-06-05 14:04:16,Bill Payment,82.93,success,,SBIPay
519576,115566,2026-06-07 02:43:44,Merchant Payment,298.53,success,,SBIPay
519577,115566,2026-05-27 05:02:05,Merchant Payment,352.94,success,,HDFCPay
519578,115568,2026-03-19 07:05:50,Wallet Transfer,174.95,success,,AxisPay
519579,115568,2026-03-06 04:36:48,Bill Payment,68.13,success,,ICICIPay
519580,115570,2026-04-04 09:52:36,Merchant Payment,799.01,success,,SBIPay
519581,115571,2026-02-20 15:19:35,UPI,200.3,success,,SBIPay
519582,115574,2026-05-06 09:44:38,Bill Payment,79.3,success,,SBIPay
519583,115574,2026-05-17 12:34:09,UPI,530.86,success,,SBIPay
519584,115574,2026-05-13 05:34:54,Bill Payment,176.05,success,,PartnerX
519585,115574,2026-05-10 20:33:24,Mobile Recharge,692.98,success,,SBIPay
519586,115578,2026-03-02 18:30:14,Bill Payment,1301.03,success,,AxisPay
519587,115586,2026-04-18 10:41:42,UPI,90.02,success,,HDFCPay
519588,115586,2026-05-03 23:12:22,UPI,646.39,success,,ICICIPay
519589,115588,2026-05-06 23:21:28,UPI,88.01,success,,ICICIPay
519590,115592,2026-04-16 13:03:10,Merchant Payment,585.81,success,,SBIPay
519591,115594,2026-03-01 18:44:17,Bill Payment,1071.49,success,,SBIPay
519592,115597,2026-03-03 02:28:25,Mobile Recharge,65.43,success,,ICICIPay
519593,115597,2026-03-18 18:22:25,Mobile Recharge,255.39,success,,SBIPay
519594,115597,2026-03-16 19:44:49,Bill Payment,182.29,success,,SBIPay
519595,115598,2026-04-26 11:58:44,UPI,49.6,success,,PartnerX
519596,115598,2026-05-02 07:37:24,Bill Payment,31.41,success,,HDFCPay
519597,115598,2026-05-06 09:49:22,Wallet Transfer,410.72,success,,HDFCPay
519598,115598,2026-05-08 03:37:17,Wallet Transfer,213.84,success,,ICICIPay
519599,115598,2026-05-06 07:23:36,Mobile Recharge,280.49,failed,insufficient_funds,PartnerX
519600,115598,2026-05-11 14:40:07,Bill Payment,356.32,success,,PartnerX
519601,115598,2026-04-30 17:00:33,Bill Payment,24.0,failed,timeout,HDFCPay
519602,115598,2026-05-04 00:32:12,Merchant Payment,33.89,success,,ICICIPay
519603,115599,2026-03-10 14:20:07,Mobile Recharge,292.73,success,,HDFCPay
519604,115599,2026-03-06 16:55:58,Mobile Recharge,746.72,success,,HDFCPay
519605,115599,2026-03-08 09:21:50,Wallet Transfer,334.68,failed,insufficient_funds,ICICIPay
519606,115599,2026-04-02 05:19:13,Merchant Payment,226.51,success,,AxisPay
519607,115599,2026-03-07 17:26:11,Bill Payment,105.49,success,,PartnerX
519608,115604,2026-04-25 14:40:51,Wallet Transfer,244.9,success,,HDFCPay
519609,115604,2026-05-12 19:03:02,UPI,2097.7,success,,SBIPay
519610,115609,2026-03-19 12:24:29,Bill Payment,64.34,success,,AxisPay
519611,115609,2026-03-22 15:01:34,Mobile Recharge,146.35,success,,SBIPay
519612,115609,2026-03-20 15:43:25,Wallet Transfer,25.57,failed,insufficient_funds,HDFCPay
519613,115611,2026-04-13 05:18:27,Mobile Recharge,180.82,success,,SBIPay
519614,115611,2026-04-15 20:26:49,Bill Payment,267.25,success,,ICICIPay
519615,115611,2026-04-19 20:27:09,Bill Payment,223.65,success,,AxisPay
519616,115611,2026-04-12 12:12:07,Wallet Transfer,813.22,success,,PartnerX
519617,115611,2026-04-22 20:58:19,Bill Payment,39.2,success,,SBIPay
519618,115611,2026-04-14 12:29:24,Bill Payment,516.7,success,,HDFCPay
519619,115611,2026-04-15 01:09:05,Bill Payment,51.06,success,,SBIPay
519620,115611,2026-04-24 11:43:54,Wallet Transfer,544.71,success,,PartnerX
519621,115617,2026-04-09 21:37:19,Mobile Recharge,263.58,success,,PartnerX
519622,115619,2026-03-14 08:33:38,Bill Payment,1480.09,success,,SBIPay
519623,115620,2026-06-05 15:40:38,UPI,198.02,success,,AxisPay
519624,115620,2026-05-27 14:20:27,Wallet Transfer,389.07,success,,SBIPay
519625,115621,2026-04-15 19:04:17,Bill Payment,295.27,success,,ICICIPay
519626,115622,2026-03-09 15:07:25,Merchant Payment,1058.87,success,,HDFCPay
519627,115622,2026-02-09 18:38:08,Bill Payment,25.3,success,,SBIPay
519628,115622,2026-02-08 20:14:09,Bill Payment,260.31,success,,HDFCPay
519629,115622,2026-02-06 05:51:26,Bill Payment,284.49,success,,PartnerX
519630,115625,2026-03-22 07:50:47,Bill Payment,143.49,success,,SBIPay
519631,115627,2026-04-09 11:20:28,Mobile Recharge,165.22,success,,HDFCPay
519632,115627,2026-03-15 03:58:01,Wallet Transfer,190.89,success,,ICICIPay
519633,115627,2026-03-10 10:20:55,Merchant Payment,684.07,success,,PartnerX
519634,115627,2026-03-24 17:10:23,Mobile Recharge,161.63,failed,bank_declined,ICICIPay
519635,115629,2026-03-19 12:43:03,UPI,36.24,success,,HDFCPay
519636,115629,2026-03-25 00:27:40,Bill Payment,323.54,success,,HDFCPay
519637,115629,2026-04-11 08:41:41,UPI,375.25,success,,AxisPay
519638,115629,2026-03-16 02:06:54,Mobile Recharge,112.43,failed,bank_declined,SBIPay
519639,115635,2026-03-07 19:16:08,UPI,468.16,success,,SBIPay
519640,115635,2026-03-18 11:19:39,Wallet Transfer,100.19,success,,ICICIPay
519641,115635,2026-02-16 17:29:24,Mobile Recharge,176.68,success,,ICICIPay
519642,115635,2026-02-22 02:14:47,Bill Payment,298.49,success,,AxisPay
519643,115637,2026-03-04 18:53:37,Merchant Payment,494.04,success,,PartnerX
519644,115641,2026-03-03 09:09:55,UPI,280.67,success,,AxisPay
519645,115641,2026-03-05 16:52:25,Mobile Recharge,107.83,success,,SBIPay
519646,115641,2026-02-28 03:48:19,Wallet Transfer,192.57,success,,SBIPay
519647,115641,2026-03-05 12:02:48,Merchant Payment,171.83,success,,AxisPay
519648,115641,2026-02-28 15:21:47,UPI,229.58,success,,HDFCPay
519649,115641,2026-03-02 16:16:57,Mobile Recharge,52.42,success,,SBIPay
519650,115644,2026-06-13 05:08:03,Wallet Transfer,35.47,success,,HDFCPay
519651,115645,2026-03-20 10:30:03,Wallet Transfer,522.46,success,,PartnerX
519652,115646,2026-03-12 00:08:32,UPI,333.57,success,,PartnerX
519653,115646,2026-03-22 12:41:56,UPI,372.5,success,,AxisPay
519654,115646,2026-02-24 21:59:14,Wallet Transfer,176.23,success,,PartnerX
519655,115651,2026-05-21 14:39:02,Wallet Transfer,98.85,success,,ICICIPay
519656,115652,2026-01-27 19:54:01,Merchant Payment,646.13,success,,AxisPay
519657,115653,2026-01-06 06:48:09,Wallet Transfer,68.12,success,,AxisPay
519658,115653,2026-01-03 23:49:44,Mobile Recharge,288.25,success,,PartnerX
519659,115653,2026-01-06 19:19:54,Merchant Payment,220.92,success,,AxisPay
519660,115653,2026-01-05 11:21:08,Merchant Payment,128.29,success,,SBIPay
519661,115654,2026-02-23 22:50:47,Mobile Recharge,34.75,success,,ICICIPay
519662,115654,2026-02-27 05:39:31,Merchant Payment,116.56,success,,SBIPay
519663,115654,2026-02-21 14:42:09,UPI,171.37,success,,HDFCPay
519664,115654,2026-02-19 15:03:22,Wallet Transfer,177.94,success,,PartnerX
519665,115654,2026-02-22 23:33:47,Mobile Recharge,129.46,success,,AxisPay
519666,115654,2026-02-20 02:22:46,Mobile Recharge,958.23,failed,timeout,AxisPay
519667,115654,2026-03-06 06:50:38,Merchant Payment,148.03,success,,PartnerX
519668,115654,2026-03-06 02:34:47,Bill Payment,157.29,success,,AxisPay
519669,115654,2026-02-28 05:47:06,Merchant Payment,412.75,success,,PartnerX
519670,115657,2026-06-12 01:31:14,Bill Payment,37.01,success,,AxisPay
519671,115658,2026-02-25 13:24:01,Mobile Recharge,60.01,failed,bank_declined,AxisPay
519672,115659,2026-03-25 01:40:28,Merchant Payment,18.69,success,,AxisPay
519673,115659,2026-03-25 10:20:33,Wallet Transfer,444.84,success,,ICICIPay
519674,115659,2026-04-03 20:47:21,Mobile Recharge,310.04,success,,HDFCPay
519675,115660,2026-02-13 13:17:18,UPI,396.49,success,,PartnerX
519676,115662,2026-05-15 16:10:05,Mobile Recharge,50.69,success,,SBIPay
519677,115664,2026-04-08 18:38:51,Merchant Payment,647.74,success,,ICICIPay
519678,115664,2026-04-09 23:25:20,Bill Payment,922.67,success,,SBIPay
519679,115664,2026-04-16 10:44:30,Bill Payment,796.99,success,,SBIPay
519680,115664,2026-04-15 01:10:03,Mobile Recharge,364.16,success,,SBIPay
519681,115664,2026-04-09 10:36:43,Mobile Recharge,168.86,success,,AxisPay
519682,115664,2026-04-08 08:39:13,Merchant Payment,294.67,success,,AxisPay
519683,115664,2026-04-20 09:29:57,Merchant Payment,44.39,failed,timeout,PartnerX
519684,115664,2026-04-11 08:40:34,Merchant Payment,1072.6,success,,SBIPay
519685,115664,2026-04-13 02:32:56,Wallet Transfer,2165.99,success,,SBIPay
519686,115664,2026-04-18 06:40:35,Bill Payment,329.36,success,,PartnerX
519687,115664,2026-04-15 20:08:40,Mobile Recharge,47.76,success,,PartnerX
519688,115664,2026-04-15 05:11:49,Merchant Payment,112.69,success,,PartnerX
519689,115665,2026-05-20 11:19:07,Bill Payment,762.46,success,,SBIPay
519690,115665,2026-05-01 02:24:23,Mobile Recharge,179.12,success,,ICICIPay
519691,115666,2026-05-29 13:44:27,UPI,64.82,success,,AxisPay
519692,115666,2026-05-29 20:44:13,UPI,180.81,success,,HDFCPay
519693,115666,2026-06-13 01:02:02,Bill Payment,287.33,success,,AxisPay
519694,115666,2026-06-02 12:04:08,Wallet Transfer,214.13,success,,PartnerX
519695,115667,2026-02-07 10:36:56,Mobile Recharge,308.95,success,,HDFCPay
519696,115667,2026-02-17 17:25:40,UPI,261.93,success,,ICICIPay
519697,115667,2026-02-10 13:06:50,Mobile Recharge,347.52,success,,SBIPay
519698,115667,2026-02-26 06:54:27,Merchant Payment,126.87,success,,PartnerX
519699,115669,2026-06-18 02:55:13,Merchant Payment,355.04,success,,ICICIPay
519700,115669,2026-06-13 01:15:20,Merchant Payment,140.33,success,,AxisPay
519701,115669,2026-06-27 18:30:02,Mobile Recharge,435.17,success,,PartnerX
519702,115674,2026-05-22 07:44:09,Mobile Recharge,99.34,success,,SBIPay
519703,115674,2026-05-20 02:44:47,Bill Payment,490.74,success,,HDFCPay
519704,115674,2026-05-28 17:39:48,Bill Payment,555.69,success,,ICICIPay
519705,115675,2026-03-29 06:23:42,Mobile Recharge,1330.93,success,,PartnerX
519706,115675,2026-03-06 03:16:02,Merchant Payment,264.54,success,,ICICIPay
519707,115676,2026-02-09 09:38:27,UPI,689.22,success,,ICICIPay
519708,115676,2026-03-06 22:13:20,UPI,181.51,success,,PartnerX
519709,115676,2026-02-22 03:10:43,Merchant Payment,465.9,success,,AxisPay
519710,115676,2026-02-28 09:39:53,Merchant Payment,139.23,success,,HDFCPay
519711,115676,2026-02-05 18:37:45,Wallet Transfer,186.64,success,,ICICIPay
