ticket_id,user_id,created_at,category,issue_text,sentiment,resolution_time_hours
901589,144918,2026-06-10 12:26:20,KYC Issues,I am unable to complete KYC document verification.,negative,12.06
901590,139365,2026-05-06 14:12:02,KYC Issues,I am unable to complete KYC document verification.,negative,0.79
901591,147379,2026-06-14 22:49:06,Rewards,The rewards experience is confusing.,neutral,28.81
901592,102900,2026-04-20 07:21:10,Account,I need help with my account.,neutral,9.48
901593,113308,2026-04-01 16:21:30,Rewards,The rewards experience is confusing.,neutral,3.7
901594,118862,2026-02-21 19:39:01,Payment Failure,My payment failed and I do not know why.,negative,6.91
901595,114161,2026-02-16 07:37:08,Payment Failure,My payment failed and I do not know why.,negative,8.03
901596,115154,2026-05-10 20:42:51,KYC Issues,I am unable to complete KYC document verification.,negative,14.14
901597,102562,2026-03-27 11:54:56,Rewards,The rewards experience is confusing.,neutral,16.48
901598,107309,2026-03-11 06:04:42,App Performance,The app feels slow and sometimes freezes.,negative,2.6
901599,119224,2026-03-01 09:09:03,App Performance,The app feels slow and sometimes freezes.,negative,16.39
901600,139544,2026-06-03 21:09:11,App Performance,The app feels slow and sometimes freezes.,negative,3.1
901601,133681,2026-01-11 07:55:06,Payment Failure,My payment failed and I do not know why.,negative,12.51
901602,139098,2026-06-22 16:54:14,Account,I need help with my account.,neutral,23.78
901603,144841,2026-04-10 01:08:58,Rewards,The rewards experience is confusing.,neutral,7.25
901604,144615,2026-05-18 06:51:48,Rewards,The rewards experience is confusing.,neutral,7.12
901605,127192,2026-05-18 17:34:11,App Performance,The app feels slow and sometimes freezes.,negative,27.36
901606,117477,2026-02-25 15:57:17,Rewards,The rewards experience is confusing.,neutral,7.29
901607,114804,2026-04-20 05:03:23,KYC Issues,I am unable to complete KYC document verification.,negative,11.03
901608,126838,2026-04-09 23:01:40,Payment Failure,My payment failed and I do not know why.,negative,1.87
901609,110263,2026-02-26 17:35:00,KYC Issues,I am unable to complete KYC document verification.,negative,1.03
901610,144191,2026-01-13 03:16:54,KYC Issues,I am unable to complete KYC document verification.,negative,10.05
901611,143279,2026-02-16 08:22:03,KYC Issues,I am unable to complete KYC document verification.,negative,7.72
901612,130949,2026-02-05 22:03:42,KYC Issues,I am unable to complete KYC document verification.,negative,6.5
901613,142990,2026-05-26 11:59:48,Payment Failure,My payment failed and I do not know why.,negative,7.56
901614,119710,2026-05-07 20:07:16,Account,I need help with my account.,neutral,8.76
901615,128469,2026-06-16 07:27:57,KYC Issues,I am unable to complete KYC document verification.,negative,3.64
901616,100544,2026-05-28 00:56:33,Payment Failure,My payment failed and I do not know why.,negative,15.25
901617,123823,2026-05-30 06:39:29,KYC Issues,I am unable to complete KYC document verification.,negative,12.23
901618,128067,2026-04-28 15:19:07,Payment Failure,My payment failed and I do not know why.,negative,22.53
901619,134416,2026-02-25 00:07:52,Payment Failure,My payment failed and I do not know why.,negative,6.92
901620,139628,2026-05-17 05:34:16,Rewards,The rewards experience is confusing.,neutral,12.07
901621,101164,2026-01-26 13:25:17,App Performance,The app feels slow and sometimes freezes.,negative,10.54
901622,129747,2026-05-08 10:10:46,Payment Failure,My payment failed and I do not know why.,negative,4.83
901623,102211,2026-04-15 10:58:40,KYC Issues,I am unable to complete KYC document verification.,negative,3.92
901624,123002,2026-03-05 08:31:59,Payment Failure,My payment failed and I do not know why.,negative,6.64
901625,132301,2026-05-11 09:55:32,App Performance,The app feels slow and sometimes freezes.,negative,23.18
901626,146321,2026-04-10 08:56:26,Account,I need help with my account.,neutral,12.51
901627,128828,2026-06-17 17:34:11,App Performance,The app feels slow and sometimes freezes.,negative,1.81
901628,144405,2026-04-25 02:31:39,App Performance,The app feels slow and sometimes freezes.,negative,18.56
901629,118199,2026-04-25 18:16:54,Payment Failure,My payment failed and I do not know why.,negative,4.17
901630,101902,2026-03-17 12:08:54,Payment Failure,My payment failed and I do not know why.,negative,6.98
901631,137461,2026-03-17 16:54:07,KYC Issues,I am unable to complete KYC document verification.,negative,2.38
901632,117693,2026-01-30 04:50:21,Account,I need help with my account.,neutral,21.75
901633,128201,2026-01-21 14:59:24,Account,I need help with my account.,neutral,3.56
901634,124783,2026-03-17 07:15:17,KYC Issues,I am unable to complete KYC document verification.,negative,23.98
901635,128969,2026-05-01 03:37:21,Rewards,The rewards experience is confusing.,neutral,2.97
901636,138889,2026-06-18 20:34:42,Payment Failure,My payment failed and I do not know why.,negative,11.28
901637,135969,2026-05-31 07:32:16,KYC Issues,I am unable to complete KYC document verification.,negative,16.12
901638,130876,2026-04-30 05:37:16,App Performance,The app feels slow and sometimes freezes.,negative,14.74
901639,138949,2026-05-01 00:28:41,KYC Issues,I am unable to complete KYC document verification.,negative,11.73
901640,115360,2026-02-20 01:55:27,KYC Issues,I am unable to complete KYC document verification.,negative,3.22
901641,142752,2026-05-04 23:14:58,KYC Issues,I am unable to complete KYC document verification.,negative,2.13
901642,144470,2026-05-26 12:44:39,Rewards,The rewards experience is confusing.,neutral,29.27
901643,119715,2026-03-21 10:58:37,KYC Issues,I am unable to complete KYC document verification.,negative,8.47
901644,111608,2026-02-23 19:24:07,KYC Issues,I am unable to complete KYC document verification.,negative,12.01
901645,136168,2026-04-24 04:16:34,KYC Issues,I am unable to complete KYC document verification.,negative,13.8
901646,135572,2026-02-07 20:18:05,KYC Issues,I am unable to complete KYC document verification.,negative,7.66
901647,130442,2026-02-05 15:51:00,KYC Issues,I am unable to complete KYC document verification.,negative,5.44
901648,139647,2026-06-28 23:35:32,KYC Issues,I am unable to complete KYC document verification.,negative,13.54
901649,145247,2026-04-20 17:48:09,KYC Issues,I am unable to complete KYC document verification.,negative,8.29
901650,110435,2026-02-08 15:14:54,Payment Failure,My payment failed and I do not know why.,negative,12.46
901651,145592,2026-05-17 16:42:46,App Performance,The app feels slow and sometimes freezes.,negative,14.09
901652,133541,2026-03-04 14:00:54,Account,I need help with my account.,neutral,6.78
901653,104163,2026-02-22 11:31:03,Account,I need help with my account.,neutral,4.39
901654,124262,2026-06-30 23:59:59,KYC Issues,I am unable to complete KYC document verification.,negative,9.83
901655,127619,2026-06-21 07:30:47,Payment Failure,My payment failed and I do not know why.,negative,12.79
901656,117467,2026-02-28 14:49:55,Rewards,The rewards experience is confusing.,neutral,11.17
901657,102442,2026-06-01 12:57:19,KYC Issues,I am unable to complete KYC document verification.,negative,5.61
901658,106212,2026-04-15 05:04:52,Payment Failure,My payment failed and I do not know why.,negative,7.81
901659,116369,2026-04-20 20:23:03,Account,I need help with my account.,neutral,7.98
901660,106897,2026-03-04 21:32:25,KYC Issues,I am unable to complete KYC document verification.,negative,5.49
901661,127591,2026-02-21 03:59:32,KYC Issues,I am unable to complete KYC document verification.,negative,18.07
901662,127722,2026-06-30 23:59:59,Payment Failure,My payment failed and I do not know why.,negative,3.08
901663,106401,2026-01-18 18:36:58,Rewards,The rewards experience is confusing.,neutral,3.71
901664,146283,2026-03-21 18:00:22,Account,I need help with my account.,neutral,9.01
901665,130128,2026-04-28 07:46:45,Payment Failure,My payment failed and I do not know why.,negative,7.68
901666,119028,2026-06-23 11:29:06,KYC Issues,I am unable to complete KYC document verification.,negative,27.46
901667,133822,2026-03-23 21:54:06,KYC Issues,I am unable to complete KYC document verification.,negative,3.74
901668,132757,2026-05-18 04:28:59,Payment Failure,My payment failed and I do not know why.,negative,8.64
901669,147478,2026-03-06 09:11:01,Payment Failure,My payment failed and I do not know why.,negative,4.7
901670,131633,2026-02-22 00:35:11,Payment Failure,My payment failed and I do not know why.,negative,10.91
901671,118559,2026-03-21 10:28:32,KYC Issues,I am unable to complete KYC document verification.,negative,3.08
901672,116626,2026-06-30 23:59:59,App Performance,The app feels slow and sometimes freezes.,negative,5.66
901673,117532,2026-02-15 01:00:31,Payment Failure,My payment failed and I do not know why.,negative,4.33
901674,137648,2026-02-19 22:47:45,KYC Issues,I am unable to complete KYC document verification.,negative,6.33
901675,133396,2026-05-12 07:50:32,App Performance,The app feels slow and sometimes freezes.,negative,0.62
901676,117828,2026-06-11 02:09:28,Account,I need help with my account.,neutral,5.98
901677,114428,2026-06-28 07:28:37,Payment Failure,My payment failed and I do not know why.,negative,1.96
901678,101006,2026-04-23 13:15:07,KYC Issues,I am unable to complete KYC document verification.,negative,3.53
901679,105489,2026-02-24 03:54:24,Rewards,The rewards experience is confusing.,neutral,2.86
901680,145616,2026-06-22 14:29:37,Payment Failure,My payment failed and I do not know why.,negative,2.99
901681,117407,2026-02-21 21:01:27,Account,I need help with my account.,neutral,10.85
901682,100455,2026-04-08 15:51:15,Account,I need help with my account.,neutral,2.05
901683,104245,2026-03-06 02:56:01,Rewards,The rewards experience is confusing.,neutral,6.51
901684,139506,2026-02-28 18:02:29,App Performance,The app feels slow and sometimes freezes.,negative,10.28
901685,143384,2026-02-15 20:25:56,KYC Issues,I am unable to complete KYC document verification.,negative,0.22
901686,134293,2026-04-27 07:58:41,Payment Failure,My payment failed and I do not know why.,negative,9.84
901687,141414,2026-06-30 23:59:59,KYC Issues,I am unable to complete KYC document verification.,negative,9.01
901688,144592,2026-02-09 21:36:49,KYC Issues,I am unable to complete KYC document verification.,negative,12.75
901689,131954,2026-02-25 21:37:42,Account,I need help with my account.,neutral,9.66
901690,129981,2026-06-09 12:20:30,Payment Failure,My payment failed and I do not know why.,negative,10.9
901691,109392,2026-01-26 15:13:30,Payment Failure,My payment failed and I do not know why.,negative,4.98
901692,122339,2026-02-05 05:58:44,Payment Failure,My payment failed and I do not know why.,negative,3.25
901693,111709,2026-06-14 04:10:51,Payment Failure,My payment failed and I do not know why.,negative,10.95
901694,112967,2026-03-13 04:16:54,App Performance,The app feels slow and sometimes freezes.,negative,9.52
901695,145665,2026-06-30 23:59:59,KYC Issues,I am unable to complete KYC document verification.,negative,6.35
901696,112825,2026-03-10 14:31:24,Account,I need help with my account.,neutral,7.92
901697,129862,2026-03-10 13:52:41,Payment Failure,My payment failed and I do not know why.,negative,3.81
901698,136408,2026-02-06 02:26:44,KYC Issues,I am unable to complete KYC document verification.,negative,10.18
901699,119205,2026-06-06 05:24:57,KYC Issues,I am unable to complete KYC document verification.,negative,5.7
901700,107777,2026-01-17 14:21:48,Payment Failure,My payment failed and I do not know why.,negative,3.27
901701,135973,2026-05-12 20:14:42,KYC Issues,I am unable to complete KYC document verification.,negative,8.97
901702,146216,2026-04-27 15:47:34,App Performance,The app feels slow and sometimes freezes.,negative,22.33
901703,126543,2026-06-11 06:13:00,KYC Issues,I am unable to complete KYC document verification.,negative,12.83
901704,126717,2026-03-31 15:13:46,KYC Issues,I am unable to complete KYC document verification.,negative,13.5
901705,141854,2026-04-20 05:26:33,Payment Failure,My payment failed and I do not know why.,negative,11.17
901706,115470,2026-05-03 02:17:46,KYC Issues,I am unable to complete KYC document verification.,negative,9.43
901707,127056,2026-04-21 18:57:14,Account,I need help with my account.,neutral,38.46
901708,111063,2026-04-01 04:41:44,Rewards,The rewards experience is confusing.,neutral,17.94
901709,112111,2026-02-23 23:19:50,Payment Failure,My payment failed and I do not know why.,negative,9.05
901710,114519,2026-02-25 21:26:33,Payment Failure,My payment failed and I do not know why.,negative,5.41
901711,137533,2026-01-30 23:54:03,Payment Failure,My payment failed and I do not know why.,negative,20.3
901712,133613,2026-02-26 10:43:40,KYC Issues,I am unable to complete KYC document verification.,negative,10.23
901713,113434,2026-05-22 19:16:26,Rewards,The rewards experience is confusing.,neutral,31.28
901714,103054,2026-02-21 03:32:24,Payment Failure,My payment failed and I do not know why.,negative,7.13
901715,117453,2026-05-08 14:38:29,App Performance,The app feels slow and sometimes freezes.,negative,27.42
901716,127506,2026-01-22 14:52:15,Rewards,The rewards experience is confusing.,neutral,10.38
901717,148931,2026-02-12 10:27:29,App Performance,The app feels slow and sometimes freezes.,negative,30.78
901718,120001,2026-03-22 10:11:32,Payment Failure,My payment failed and I do not know why.,negative,1.44
901719,139080,2026-05-09 20:50:49,Payment Failure,My payment failed and I do not know why.,negative,7.9
901720,109274,2026-03-03 17:44:41,KYC Issues,I am unable to complete KYC document verification.,negative,17.15
901721,110135,2026-01-25 07:25:20,KYC Issues,I am unable to complete KYC document verification.,negative,15.36
901722,102983,2026-03-25 01:01:35,App Performance,The app feels slow and sometimes freezes.,negative,20.95
901723,131600,2026-05-27 12:44:19,App Performance,The app feels slow and sometimes freezes.,negative,8.28
901724,147438,2026-05-27 01:06:12,Payment Failure,My payment failed and I do not know why.,negative,5.02
901725,140224,2026-06-16 16:03:49,Rewards,The rewards experience is confusing.,neutral,9.0
901726,105771,2026-05-08 20:35:15,Rewards,The rewards experience is confusing.,neutral,2.01
901727,134871,2026-04-15 18:59:11,Rewards,The rewards experience is confusing.,neutral,3.9
901728,129000,2026-03-03 21:07:45,App Performance,The app feels slow and sometimes freezes.,negative,14.17
901729,116321,2026-03-20 01:33:57,Payment Failure,My payment failed and I do not know why.,negative,14.99
901730,138545,2026-03-30 06:26:27,KYC Issues,I am unable to complete KYC document verification.,negative,14.87
901731,114816,2026-06-09 15:23:29,Rewards,The rewards experience is confusing.,neutral,2.13
901732,117963,2026-01-08 15:37:13,Payment Failure,My payment failed and I do not know why.,negative,10.45
901733,123648,2026-03-12 12:55:21,Account,I need help with my account.,neutral,7.48
901734,108480,2026-06-13 11:32:06,KYC Issues,I am unable to complete KYC document verification.,negative,4.87
901735,122896,2026-02-25 09:28:12,KYC Issues,I am unable to complete KYC document verification.,negative,24.95
901736,118854,2026-04-30 00:15:12,KYC Issues,I am unable to complete KYC document verification.,negative,4.8
901737,139475,2026-06-11 06:16:00,KYC Issues,I am unable to complete KYC document verification.,negative,15.04
901738,109354,2026-03-21 05:15:12,KYC Issues,I am unable to complete KYC document verification.,negative,9.37
901739,125043,2026-01-20 09:44:04,Rewards,The rewards experience is confusing.,neutral,12.27
901740,146016,2026-04-24 23:16:03,Payment Failure,My payment failed and I do not know why.,negative,19.84
901741,102758,2026-02-10 19:41:16,KYC Issues,I am unable to complete KYC document verification.,negative,10.57
901742,112215,2026-01-26 06:42:38,Payment Failure,My payment failed and I do not know why.,negative,6.27
901743,123492,2026-03-08 06:24:18,Account,I need help with my account.,neutral,15.99
901744,128028,2026-06-18 15:58:28,Payment Failure,My payment failed and I do not know why.,negative,11.13
901745,104129,2026-02-19 17:22:56,KYC Issues,I am unable to complete KYC document verification.,negative,15.99
901746,130612,2026-05-02 23:18:34,Payment Failure,My payment failed and I do not know why.,negative,19.0
901747,107916,2026-04-18 03:37:02,Account,I need help with my account.,neutral,4.32
901748,127688,2026-05-02 04:00:14,Payment Failure,My payment failed and I do not know why.,negative,14.64
901749,125573,2026-06-08 15:49:18,Payment Failure,My payment failed and I do not know why.,negative,8.52
901750,102183,2026-03-29 01:58:16,Account,I need help with my account.,neutral,0.62
901751,129966,2026-04-01 03:32:17,Rewards,The rewards experience is confusing.,neutral,18.43
901752,126217,2026-03-22 07:54:04,Payment Failure,My payment failed and I do not know why.,negative,1.15
901753,104823,2026-02-17 11:52:36,App Performance,The app feels slow and sometimes freezes.,negative,1.46
901754,102111,2026-06-30 23:59:59,KYC Issues,I am unable to complete KYC document verification.,negative,11.56
901755,120932,2026-02-24 04:00:45,Account,I need help with my account.,neutral,9.09
901756,125271,2026-05-24 23:06:47,KYC Issues,I am unable to complete KYC document verification.,negative,11.28
901757,100177,2026-02-05 15:58:13,Account,I need help with my account.,neutral,7.96
901758,105684,2026-06-01 21:28:04,Account,I need help with my account.,neutral,6.07
901759,147938,2026-05-20 13:10:57,KYC Issues,I am unable to complete KYC document verification.,negative,16.79
901760,132859,2026-05-06 18:13:44,Account,I need help with my account.,neutral,8.73
901761,128222,2026-02-03 17:51:38,KYC Issues,I am unable to complete KYC document verification.,negative,4.8
901762,128531,2026-04-05 02:51:19,Account,I need help with my account.,neutral,10.54
901763,115850,2026-04-28 15:50:03,KYC Issues,I am unable to complete KYC document verification.,negative,2.47
901764,123745,2026-06-30 23:59:59,Payment Failure,My payment failed and I do not know why.,negative,10.07
901765,143284,2026-05-10 22:20:47,KYC Issues,I am unable to complete KYC document verification.,negative,7.15
901766,120614,2026-06-09 18:05:02,Payment Failure,My payment failed and I do not know why.,negative,1.67
901767,127820,2026-06-04 07:19:04,Payment Failure,My payment failed and I do not know why.,negative,6.41
901768,138873,2026-05-22 07:01:05,Payment Failure,My payment failed and I do not know why.,negative,26.9
901769,127588,2026-01-20 02:02:14,Account,I need help with my account.,neutral,5.89
901770,141890,2026-03-03 03:16:38,KYC Issues,I am unable to complete KYC document verification.,negative,1.43
901771,123873,2026-04-23 06:43:12,App Performance,The app feels slow and sometimes freezes.,negative,15.06
901772,110916,2026-02-07 03:21:03,App Performance,The app feels slow and sometimes freezes.,negative,3.29
901773,122990,2026-05-01 04:56:30,Payment Failure,My payment failed and I do not know why.,negative,11.04
901774,147402,2026-03-23 01:45:40,KYC Issues,I am unable to complete KYC document verification.,negative,14.99
901775,120375,2026-05-21 15:04:07,Payment Failure,My payment failed and I do not know why.,negative,7.78
901776,124684,2026-05-18 16:06:19,Rewards,The rewards experience is confusing.,neutral,7.54
901777,108054,2026-03-03 12:29:52,Account,I need help with my account.,neutral,6.51
901778,101742,2026-02-24 12:55:35,Payment Failure,My payment failed and I do not know why.,negative,3.08
901779,125117,2026-03-14 03:55:13,Rewards,The rewards experience is confusing.,neutral,9.55
901780,124185,2026-04-05 07:36:11,KYC Issues,I am unable to complete KYC document verification.,negative,9.72
901781,113632,2026-05-16 23:40:55,KYC Issues,I am unable to complete KYC document verification.,negative,4.01
901782,104304,2026-03-12 16:31:30,KYC Issues,I am unable to complete KYC document verification.,negative,6.39
901783,121988,2026-06-03 01:16:37,Payment Failure,My payment failed and I do not know why.,negative,3.8
901784,135720,2026-05-31 11:52:03,Rewards,The rewards experience is confusing.,neutral,1.11
901785,123461,2026-03-22 14:09:55,Rewards,The rewards experience is confusing.,neutral,1.55
901786,110445,2026-04-05 23:55:36,Account,I need help with my account.,neutral,2.44
901787,142407,2026-03-03 03:24:44,Rewards,The rewards experience is confusing.,neutral,6.77
901788,115710,2026-01-23 05:56:11,Payment Failure,My payment failed and I do not know why.,negative,3.87
901789,133010,2026-03-19 18:38:07,KYC Issues,I am unable to complete KYC document verification.,negative,7.9
901790,110280,2026-02-14 04:51:40,Rewards,The rewards experience is confusing.,neutral,8.2
901791,120946,2026-03-14 03:21:40,Rewards,The rewards experience is confusing.,neutral,11.18
901792,105654,2026-03-04 03:45:01,KYC Issues,I am unable to complete KYC document verification.,negative,6.82
901793,104817,2026-03-22 02:11:19,Payment Failure,My payment failed and I do not know why.,negative,4.89
901794,136891,2026-06-25 20:56:45,KYC Issues,I am unable to complete KYC document verification.,negative,8.98
901795,139174,2026-06-16 16:24:41,App Performance,The app feels slow and sometimes freezes.,negative,10.71
901796,115057,2026-04-13 19:08:08,Account,I need help with my account.,neutral,6.24
901797,113944,2026-02-19 01:47:49,Payment Failure,My payment failed and I do not know why.,negative,3.06
901798,121682,2026-05-22 15:46:53,Account,I need help with my account.,neutral,7.46
901799,135500,2026-06-10 22:25:31,Payment Failure,My payment failed and I do not know why.,negative,11.29
901800,111029,2026-06-20 05:37:26,Account,I need help with my account.,neutral,17.6
901801,104449,2026-02-03 23:08:13,KYC Issues,I am unable to complete KYC document verification.,negative,15.66
901802,139839,2026-06-05 08:20:30,Rewards,The rewards experience is confusing.,neutral,7.2
901803,142197,2026-06-02 17:25:23,KYC Issues,I am unable to complete KYC document verification.,negative,5.44
901804,132526,2026-03-27 16:11:25,Account,I need help with my account.,neutral,12.47
901805,130353,2026-03-30 02:32:26,KYC Issues,I am unable to complete KYC document verification.,negative,11.81
901806,127615,2026-02-12 01:22:12,Payment Failure,My payment failed and I do not know why.,negative,11.86
901807,120950,2026-06-02 18:38:02,Payment Failure,My payment failed and I do not know why.,negative,11.78
901808,145485,2026-06-30 23:59:59,KYC Issues,I am unable to complete KYC document verification.,negative,19.59
901809,138588,2026-03-15 14:28:15,KYC Issues,I am unable to complete KYC document verification.,negative,4.59
901810,117250,2026-03-14 05:38:23,KYC Issues,I am unable to complete KYC document verification.,negative,12.8
901811,103432,2026-06-22 14:44:57,App Performance,The app feels slow and sometimes freezes.,negative,17.88
901812,146131,2026-06-25 19:29:46,Payment Failure,My payment failed and I do not know why.,negative,4.29
901813,101793,2026-02-12 06:29:39,KYC Issues,I am unable to complete KYC document verification.,negative,1.0
901814,104866,2026-02-06 13:16:04,Payment Failure,My payment failed and I do not know why.,negative,37.94
901815,127416,2026-06-26 04:00:11,KYC Issues,I am unable to complete KYC document verification.,negative,2.27
901816,117915,2026-05-18 12:44:24,KYC Issues,I am unable to complete KYC document verification.,negative,7.23
901817,137333,2026-02-27 12:31:19,App Performance,The app feels slow and sometimes freezes.,negative,4.45
901818,107593,2026-01-24 02:36:05,KYC Issues,I am unable to complete KYC document verification.,negative,10.29
901819,147135,2026-04-20 04:12:17,Account,I need help with my account.,neutral,11.27
901820,144991,2026-06-30 23:59:59,Rewards,The rewards experience is confusing.,neutral,7.9
901821,140269,2026-02-17 00:47:19,KYC Issues,I am unable to complete KYC document verification.,negative,24.65
901822,105170,2026-04-02 22:02:13,Account,I need help with my account.,neutral,1.69
901823,135152,2026-01-25 12:31:08,KYC Issues,I am unable to complete KYC document verification.,negative,1.98
901824,146636,2026-02-05 18:29:15,KYC Issues,I am unable to complete KYC document verification.,negative,8.57
901825,132958,2026-02-25 21:37:10,Payment Failure,My payment failed and I do not know why.,negative,7.68
901826,140262,2026-04-10 13:24:25,Payment Failure,My payment failed and I do not know why.,negative,17.12
901827,111808,2026-04-27 22:32:07,Account,I need help with my account.,neutral,11.43
901828,142049,2026-03-13 16:50:31,Rewards,The rewards experience is confusing.,neutral,5.11
901829,102711,2026-05-28 19:08:41,Payment Failure,My payment failed and I do not know why.,negative,7.99
901830,112884,2026-05-15 02:09:47,Payment Failure,My payment failed and I do not know why.,negative,10.47
901831,146276,2026-05-04 04:14:44,KYC Issues,I am unable to complete KYC document verification.,negative,3.38
901832,144109,2026-02-05 13:42:07,Rewards,The rewards experience is confusing.,neutral,10.95
901833,105228,2026-06-11 18:52:13,KYC Issues,I am unable to complete KYC document verification.,negative,1.28
901834,134402,2026-03-03 13:34:57,Payment Failure,My payment failed and I do not know why.,negative,7.72
901835,146087,2026-03-15 20:14:02,App Performance,The app feels slow and sometimes freezes.,negative,1.97
901836,105187,2026-06-30 23:59:59,Payment Failure,My payment failed and I do not know why.,negative,20.83
901837,113710,2026-05-08 15:54:21,Payment Failure,My payment failed and I do not know why.,negative,13.58
901838,118173,2026-04-19 18:43:51,Payment Failure,My payment failed and I do not know why.,negative,9.06
901839,139230,2026-03-05 19:12:56,Account,I need help with my account.,neutral,16.83
901840,102580,2026-03-20 18:28:56,Account,I need help with my account.,neutral,23.51
901841,135601,2026-01-22 01:47:06,Payment Failure,My payment failed and I do not know why.,negative,4.38
901842,138533,2026-04-23 10:16:30,Payment Failure,My payment failed and I do not know why.,negative,7.15
901843,129485,2026-06-30 23:59:59,App Performance,The app feels slow and sometimes freezes.,negative,5.48
901844,125443,2026-02-07 07:32:28,Account,I need help with my account.,neutral,3.6
901845,146698,2026-04-28 15:54:03,App Performance,The app feels slow and sometimes freezes.,negative,3.75
901846,101585,2026-02-10 01:22:45,Rewards,The rewards experience is confusing.,neutral,21.18
901847,147460,2026-01-27 19:59:16,Account,I need help with my account.,neutral,8.46
901848,118330,2026-06-27 20:50:47,KYC Issues,I am unable to complete KYC document verification.,negative,3.31
901849,108189,2026-03-26 03:06:55,App Performance,The app feels slow and sometimes freezes.,negative,2.71
901850,108932,2026-03-10 09:59:33,Payment Failure,My payment failed and I do not know why.,negative,3.64
901851,133141,2026-01-29 15:01:14,KYC Issues,I am unable to complete KYC document verification.,negative,4.34
901852,121589,2026-03-11 08:28:01,Account,I need help with my account.,neutral,6.19
901853,130814,2026-06-30 10:58:13,KYC Issues,I am unable to complete KYC document verification.,negative,30.73
901854,145261,2026-05-28 07:04:54,Payment Failure,My payment failed and I do not know why.,negative,3.29
901855,104868,2026-03-21 03:34:01,App Performance,The app feels slow and sometimes freezes.,negative,6.71
901856,109101,2026-06-30 23:59:59,Payment Failure,My payment failed and I do not know why.,negative,6.48
901857,121007,2026-06-30 23:59:59,KYC Issues,I am unable to complete KYC document verification.,negative,9.45
901858,142996,2026-02-12 10:50:10,Rewards,The rewards experience is confusing.,neutral,10.42
901859,128564,2026-05-31 15:13:11,Rewards,The rewards experience is confusing.,neutral,6.29
901860,141966,2026-05-28 11:23:58,Payment Failure,My payment failed and I do not know why.,negative,7.97
901861,121029,2026-06-12 10:17:48,App Performance,The app feels slow and sometimes freezes.,negative,2.65
901862,121398,2026-01-25 08:00:45,Payment Failure,My payment failed and I do not know why.,negative,4.71
901863,130759,2026-03-31 06:50:14,Payment Failure,My payment failed and I do not know why.,negative,6.5
901864,126870,2026-02-15 04:36:42,Account,I need help with my account.,neutral,25.11
901865,101705,2026-06-27 13:21:59,Payment Failure,My payment failed and I do not know why.,negative,6.7
901866,141474,2026-02-08 13:41:08,Account,I need help with my account.,neutral,8.98
901867,149579,2026-04-20 14:45:12,KYC Issues,I am unable to complete KYC document verification.,negative,11.8
901868,147743,2026-04-10 20:59:06,Rewards,The rewards experience is confusing.,neutral,4.59
901869,111569,2026-04-22 13:27:46,App Performance,The app feels slow and sometimes freezes.,negative,31.16
901870,131449,2026-03-04 22:52:36,KYC Issues,I am unable to complete KYC document verification.,negative,29.01
901871,130879,2026-06-06 12:30:03,Payment Failure,My payment failed and I do not know why.,negative,26.02
901872,134155,2026-04-03 03:16:28,Payment Failure,My payment failed and I do not know why.,negative,9.77
901873,108408,2026-01-24 01:30:28,App Performance,The app feels slow and sometimes freezes.,negative,8.67
901874,145877,2026-04-06 10:12:56,Account,I need help with my account.,neutral,9.65
901875,110017,2026-06-17 01:11:38,Payment Failure,My payment failed and I do not know why.,negative,12.43
901876,111045,2026-03-31 19:53:52,Payment Failure,My payment failed and I do not know why.,negative,19.22
901877,128438,2026-04-03 16:08:53,KYC Issues,I am unable to complete KYC document verification.,negative,21.77
901878,127225,2026-03-27 18:28:32,App Performance,The app feels slow and sometimes freezes.,negative,8.04
901879,125454,2026-03-03 12:14:45,Rewards,The rewards experience is confusing.,neutral,4.56
901880,104422,2026-06-14 21:00:04,Payment Failure,My payment failed and I do not know why.,negative,9.5
901881,101277,2026-01-07 20:58:05,Payment Failure,My payment failed and I do not know why.,negative,12.89
901882,127244,2026-02-20 11:01:25,App Performance,The app feels slow and sometimes freezes.,negative,6.56
901883,100331,2026-03-19 08:07:42,Rewards,The rewards experience is confusing.,neutral,5.38
901884,120295,2026-03-15 04:06:22,App Performance,The app feels slow and sometimes freezes.,negative,9.74
901885,102433,2026-01-26 13:46:19,App Performance,The app feels slow and sometimes freezes.,negative,4.91
901886,106348,2026-05-24 01:04:22,KYC Issues,I am unable to complete KYC document verification.,negative,8.9
901887,131810,2026-06-22 17:49:38,App Performance,The app feels slow and sometimes freezes.,negative,4.96
901888,123469,2026-06-25 00:09:37,Rewards,The rewards experience is confusing.,neutral,3.23
901889,117392,2026-01-26 22:32:25,KYC Issues,I am unable to complete KYC document verification.,negative,2.72
901890,136045,2026-06-27 00:02:55,KYC Issues,I am unable to complete KYC document verification.,negative,16.31
901891,139581,2026-02-24 04:17:53,App Performance,The app feels slow and sometimes freezes.,negative,5.78
901892,120256,2026-03-29 11:39:25,Account,I need help with my account.,neutral,22.95
901893,126720,2026-05-19 10:26:33,Payment Failure,My payment failed and I do not know why.,negative,11.45
901894,109726,2026-04-12 17:22:20,App Performance,The app feels slow and sometimes freezes.,negative,22.9
901895,142726,2026-03-14 00:02:51,Payment Failure,My payment failed and I do not know why.,negative,7.02
901896,114846,2026-06-17 08:24:09,KYC Issues,I am unable to complete KYC document verification.,negative,13.43
